Judul,Penulis,Rating,Jumlah_Voter,Link_Cover,Halaman_Sumber
"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,4.49,972561,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617768316i/68428._SY75_.jpg,4
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.16,4202338,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406962i/16096824._SY75_.jpg,4
"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,4.24,776232,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327708260i/6892870._SX50_.jpg,4
King Lear,William Shakespeare,3.91,237428,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331563731i/12938._SY75_.jpg,4
"Foundation (Foundation, #1)",Isaac Asimov,4.17,596389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900846i/29579._SX50_.jpg,4
"Delirium (Delirium, #1)",Lauren Oliver,3.95,478996,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327890411i/11614718._SX50_.jpg,4
White Oleander,Janet Fitch,4.0,366561,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501159524i/32234._SY75_.jpg,4
All the Light We Cannot See,Anthony Doerr,4.31,1975639,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646i/18143977._SY75_.jpg,4
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,4.0,707926,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358259032i/11505797._SY75_.jpg,4
"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,4.47,674292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201354i/12127750._SY75_.jpg,4
"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,4.4,667656,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201114i/9520360._SY75_.jpg,4
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,4.28,1770384,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545494980i/40916679._SY75_.jpg,4
Uncle Tom’s Cabin,Harriet Beecher Stowe,3.92,242711,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414349231i/46787._SY75_.jpg,4
The Martian,Andy Weir,4.42,1285580,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564._SY75_.jpg,4
Blood River: A Journey to Africa’s Broken Heart,Tim Butcher,3.98,12078,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531681288i/2184798._SY75_.jpg,4
James and the Giant Peach,Roald Dahl,4.04,516278,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412586i/6689._SX50_.jpg,4
"The Once and Future King (The Once and Future King, #1-5)",T.H. White,4.07,118896,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338741283i/43545._SY75_.jpg,4
Midnight Sun [2008 Draft],Stephenie Meyer,4.01,148895,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/nophoto/book/111x148._SX50_.png,4
Paradise Lost,John Milton,3.86,182616,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526070678i/15997._SY75_.jpg,4
"All Creatures Great and Small (All Creatures Great and Small, #1-2)",James Herriot,4.36,158434,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393644607i/32085._SX50_.jpg,4
The Time Machine,H.G. Wells,3.89,565216,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942880i/2493._SY75_.jpg,4
I Know This Much Is True,Wally Lamb,4.21,326493,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373532198i/227711._SY75_.jpg,4
Candide,Voltaire,3.76,301545,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345060082i/19380._SY75_.jpg,4
The Complete Works,William Shakespeare,4.48,57670,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327884293i/569564._SY75_.jpg,4
"Heidi (Heidi, #1-2)",Johanna Spyri,4.04,211284,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388462714i/93._SX50_.jpg,4
Invisible Man,Ralph Ellison,3.92,202014,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556482805i/16981._SY75_.jpg,4
"Me Before You (Me Before You, #1)",Jojo Moyes,4.26,1801931,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665087720i/17347634._SY75_.jpg,4
The Historian,Elizabeth Kostova,3.8,276611,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1717145561i/30236962._SY75_.jpg,4
Flow Down Like Silver,Ki Longfellow,4.01,4511,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348371147i/6801755._SY75_.jpg,4
The Wasp Factory,Iain Banks,3.75,108954,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434940562i/567678._SY75_.jpg,4
Hamlet,William Shakespeare,4.03,1050884,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208i/1420._SY75_.jpg,4
The Thirteenth Tale,Diane Setterfield,3.98,326681,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346267826i/40440._SX50_.jpg,4
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,620450,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452624392i/1215032._SY75_.jpg,4
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,3525277,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1761312598i/61431922._SY75_.jpg,4
"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,4.22,182063,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331419009i/28881._SY75_.jpg,4
"Walden or, Life in the Woods",Henry David Thoreau,3.77,204271,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630470982i/16902._SY75_.jpg,4
"Are You There God? It’s Me, Margaret",Judy Blume,3.95,255866,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388356524i/37732._SY75_.jpg,4
The Complete Maus,Art Spiegelman,4.58,254329,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327354180i/15195._SX50_.jpg,4
Leaves of Grass,Walt Whitman,4.11,116662,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418012204i/27494._SX50_.jpg,4
"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4.21,566809,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477703i/8755776._SY75_.jpg,4
"Graceling (Graceling Realm, #1)",Kristin Cashore,4.06,480336,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331548394i/3236307._SY75_.jpg,4
Different Seasons,Stephen  King,4.36,221293,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1763979040i/39662._SX50_.jpg,4
Requiem for a Dream,Hubert Selby Jr.,4.11,65488,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1676169823i/46945._SX50_.jpg,4
The Cider House Rules,John Irving,4.17,195761,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962519i/4687._SY75_.jpg,4
Fangirl,Rainbow Rowell,3.93,780709,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355886270i/16068905._SX50_.jpg,4
Mrs. Dalloway,Virginia Woolf,3.78,356659,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646148221i/14942._SY75_.jpg,4
"Legend (Legend, #1)",Marie Lu,4.15,563808,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501368160i/9275658._SY75_.jpg,4
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.45,672866,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375972497i/13188676._SY75_.jpg,4
"Girl, Interrupted",Susanna Kaysen,3.94,278377,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475482930i/68783._SY75_.jpg,4
Do Androids Dream of Electric Sheep?,Philip K. Dick,4.09,512681,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507838927i/36402034._SY75_.jpg,4
"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,4.14,388189,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355929358i/8921._SX50_.jpg,4
Sophie’s World,Jostein Gaarder,3.97,282339,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906i/10959._SY75_.jpg,4
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,4.28,326719,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165961740i/9375._SY75_.jpg,4
The Collector,John Fowles,3.97,93887,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394828024i/243705._SY75_.jpg,4
A Little Life,Hanya Yanagihara,4.28,927218,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446469353i/22822858._SY75_.jpg,4
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.29,676372,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260i/12000020._SY75_.jpg,4
The Awakening,Kate Chopin,3.69,227342,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170507247i/58345._SY75_.jpg,4
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,3.75,412581,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1708114013i/37781._SY75_.jpg,4
The Graveyard Book,Neil Gaiman,4.15,566148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531295292i/2213661._SY75_.jpg,4
The Monster at the End of this Book,Jon Stone,4.46,127018,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193494i/44186._SX50_.jpg,4
Less Than Zero,Bret Easton Ellis,3.61,99560,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1750083768i/9915._SY75_.jpg,4
Middlemarch,George Eliot,4.04,179216,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568307771i/19089._SY75_.jpg,4
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,3.9,218992,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557598685i/17231._SY75_.jpg,4
Black Beauty,Anna Sewell,4.0,298416,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578265482i/3685._SY75_.jpg,4
Stardust,Neil Gaiman,4.1,481510,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459127484i/16793._SY75_.jpg,4
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.83,974990,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631260114i/11857408._SY75_.jpg,4
Number the Stars,Lois Lowry,4.2,621006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630542426i/47281._SX50_.jpg,4
The Prince of Tides,Pat Conroy,4.26,216639,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512744907i/16735._SY75_.jpg,4
Sophie’s Choice,William Styron,4.17,94481,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356714742i/228560._SY75_.jpg,5
The Killer Inside Me,Jim Thompson,3.87,26422,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403187402i/298663._SY75_.jpg,5
"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,3.97,560711,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468560853i/301082._SY75_.jpg,5
"A Time to Kill (Jake Brigance, #1)",John Grisham,4.12,826417,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554303029i/32542._SY75_.jpg,5
War and Peace,Leo Tolstoy,4.17,365858,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413215930i/656._SY75_.jpg,5
The Magician’s Nephew,C.S. Lewis,4.05,607116,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814770i/65605._SY75_.jpg,5
"Bridget Jones’s Diary (Bridget Jones, #1)",Helen Fielding,3.81,1023246,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659879886i/227443._SY75_.jpg,5
V for Vendetta,Alan             Moore,4.26,324857,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343668985i/5805._SY75_.jpg,5
The Art of Racing in the Rain,Garth Stein,4.23,554191,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377206302i/3153910._SY75_.jpg,5
"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,4.18,37570,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348575361i/57727._SY75_.jpg,5
"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,3.95,117213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746213953i/2247142._SX50_.jpg,5
Beowulf,Unknown,3.5,346631,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878125i/52357._SY75_.jpg,5
White Fang,Jack London,4.03,207215,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475878443i/43035._SX50_.jpg,5
Eleanor & Park,Rainbow Rowell,3.92,1259641,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341952742i/15745753._SX50_.jpg,5
"Hidden Bodies (You, #2)",Caroline Kepnes,3.75,91735,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550176155i/29430824._SY75_.jpg,5
"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,4.57,483167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201430i/12127810._SY75_.jpg,5
Love You Forever,Robert Munsch,4.38,247620,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348832754i/310259._SX50_.jpg,5
"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,4.73,302850,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534298934i/862041._SX50_.jpg,5
Franny and Zooey,J.D. Salinger,3.96,240040,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355037988i/5113._SY75_.jpg,5
Audition,Ryū Murakami,3.53,19436,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356462391i/3392668._SY75_.jpg,5
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.63,3190792,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620325671i/50659468._SY75_.jpg,5
The Witches,Roald Dahl,4.18,428549,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351707720i/6327._SY75_.jpg,5
"Allegiant (Divergent, #3)",Veronica Roth,3.6,1141830,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395582745i/18710190._SY75_.jpg,5
A Short History of Nearly Everything,Bill Bryson,4.22,422691,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433086293i/21._SY75_.jpg,5
"The Gunslinger (The Dark Tower, #1)",Stephen  King,3.91,664079,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220416i/43615._SY75_.jpg,5
Angels Fall,Nora Roberts,4.05,54009,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442931263i/26050._SY75_.jpg,5
"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,4.19,593003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905815i/228665._SY75_.jpg,5
Notes on an Execution,Danya Kukafka,4.04,145005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631888297i/57773248._SY75_.jpg,5
The Complete Novels,Jane Austen,4.57,34015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388178574i/14905._SY75_.jpg,5
High-Rise,J.G. Ballard,3.61,39181,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358752559i/12331767._SY75_.jpg,5
"My Sister, the Serial Killer",Oyinkan Braithwaite,3.64,352673,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523366732i/38819868._SY75_.jpg,5
Galveston,Nic Pizzolatto,3.75,17105,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593570705i/7203669._SY75_.jpg,5
Gulliver’s Travels,Jonathan Swift,3.59,298901,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427829692i/7733._SY75_.jpg,5
"If I Stay (If I Stay, #1)",Gayle Forman,3.91,967814,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630573973i/4374400._SY75_.jpg,5
11/22/63,Stephen  King,4.35,652456,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876792i/10644930._SY75_.jpg,5
"The Power of One (The Power of One, #1)",Bryce Courtenay,4.36,94525,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184360i/122._SX50_.jpg,5
Last Exit to Brooklyn,Hubert Selby Jr.,3.93,30568,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362815242i/50275._SX50_.jpg,5
"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.45,1557535,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460846511i/20613470._SY75_.jpg,5
Kill Your Friends,John Niven,3.82,12311,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332136711i/2848807._SY75_.jpg,5
The Grapes of Wrath,John Steinbeck,4.03,994362,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375670575i/18114322._SY75_.jpg,5
American Tabloid (Underworld USA #1),James Ellroy,4.19,21606,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403181563i/36064._SY75_.jpg,5
Tuck Everlasting,Natalie Babbitt,3.91,295633,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661030663i/84981._SY75_.jpg,5
The Winter of Frankie Machine,Don Winslow,4.19,13829,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442888492i/164760._SX50_.jpg,5
Where the Crawdads Sing,Delia Owens,4.37,3627019,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582135294i/36809135._SY75_.jpg,5
The Tesseract,Alex Garland,3.38,8508,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389670983i/243257._SY75_.jpg,5
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.08,4614799,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688011813i/27362503._SY75_.jpg,5
Circe,Madeline Miller,4.22,1347585,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496i/35959740._SY75_.jpg,5
A Simple Plan,Scott        Smith,3.92,34790,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388264590i/21727._SY75_.jpg,5
Penance,Eliza  Clark,3.86,45862,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1682653172i/62898932._SY75_.jpg,5
City of God,Paulo Lins,4.0,3725,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328856919i/165662._SY75_.jpg,5
"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,4.14,460755,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438400434i/60748._SY75_.jpg,5
’Salem’s Lot,Stephen  King,4.1,660329,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738025067i/11590._SY75_.jpg,5
Layer Cake,J.J. Connolly,4.07,3467,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442637049i/29421._SY75_.jpg,5
Bel Canto,Ann Patchett,3.94,322439,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352997328i/5826._SY75_.jpg,5
The Quiet Tenant,Clémence Michallon,3.81,144879,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684817278i/61897971._SY75_.jpg,5
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.83,913351,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336418837i/13536860._SY75_.jpg,5
Winter's Bone,Daniel Woodrell,3.87,40365,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387668411i/112525._SY75_.jpg,5
Inferno,Dante Alighieri,4.03,206252,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520255019i/15645._SY75_.jpg,5
Savages (Savages #2),Don Winslow,3.88,21953,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368577399i/8008928._SY75_.jpg,5
Tokyo: The Devil of Nanking,Mo Hayder,3.94,13633,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1237528797i/6347010._SX50_.jpg,5
A Portrait of the Artist as a Young Man,James Joyce,3.64,164124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1756682478i/7588._SY75_.jpg,5
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,665231,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318116526i/51496._SY75_.jpg,5
Clockers,Richard Price,4.1,10973,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170298592i/45794._SX50_.jpg,5
Libra,Don DeLillo,4.06,21572,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327935630i/400._SY75_.jpg,5
The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,244676,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697731059i/391729._SY75_.jpg,5
Cloud Atlas,David  Mitchell,4.01,267787,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563042852i/49628._SX50_.jpg,5
Tao Te Ching,Lao Tzu,4.29,182401,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578861i/67896._SY75_.jpg,5
The Hunchback of Notre-Dame,Victor Hugo,4.02,218580,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388342667i/30597._SY75_.jpg,5
As I Lay Dying,William Faulkner,3.72,187020,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757102388i/77013._SY75_.jpg,5
Mansfield Park,Jane Austen,3.86,379795,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397063295i/45032._SY75_.jpg,5
القرآن الكريم,Anonymous,4.38,72514,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275263838i/646462._SY75_.jpg,5
"[No Country for Old Men] (By: Cormac McCarthy) [published: December, 2007]",Cormac McCarthy,4.17,247489,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699773012i/131313317._SY75_.jpg,5
Cold Mountain,Charles Frazier,3.89,250037,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442416348i/10920._SY75_.jpg,5
Go Ask Alice,Beatrice Sparks,3.73,292102,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327870536i/46799._SX50_.jpg,5
Trainspotting,Irvine Welsh,4.11,179139,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375258001i/23955._SY75_.jpg,5
"The Black Dahlia Ellroy, James ( Author ) Aug-01-2006 Paperback",James Ellroy,3.78,96408,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699894347i/128765450._SX50_.jpg,5
"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,4.05,491770,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387119654i/45978._SX50_.jpg,5
The Invisible Life of Addie LaRue,V.E. Schwab,4.16,1502985,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584633432i/50623864._SY75_.jpg,5
The Martian Chronicles,Ray Bradbury,4.16,285819,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661016554i/76778._SY75_.jpg,5
A Separate Peace,John Knowles,3.6,232340,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528860889i/5148._SY75_.jpg,5
Steppenwolf,Hermann Hesse,4.13,215473,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389332672i/16631._SY75_.jpg,5
"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.11,415339,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661030683i/2248573._SX50_.jpg,5
The BFG,Roald Dahl,4.23,527121,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872673i/6319._SY75_.jpg,5
"Red Queen (Red Queen, #1)",Victoria Aveyard,3.98,1170430,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449778912i/22328546._SY75_.jpg,5
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,4.15,220403,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701688704i/394535._SY75_.jpg,5
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.15,354865,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429676285i/42899._SY75_.jpg,5
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,1357579,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623449170i/9460487._SY75_.jpg,5
"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3.77,621202,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873282i/6304335._SY75_.jpg,5
Robinson Crusoe,Daniel Defoe,3.68,331407,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1682976488i/2932._SY75_.jpg,5
The Remains of the Day,Kazuo Ishiguro,4.14,360029,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327128714i/28921._SY75_.jpg,5
"We Need to Talk About Kevin by Shriver, Lionel. (Harper Perennial,2006) [Paperback]",Lionel Shriver,4.08,212949,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696950991i/130739876._SX50_.jpg,5
"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.13,296276,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328275091i/12578077._SY75_.jpg,5
"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,336343,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335947642i/22232._SX50_.jpg,5
Coraline,Neil Gaiman,4.13,782435,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493497435i/17061._SY75_.jpg,5
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.19,212785,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503806495i/3985._SY75_.jpg,5
"In Cold Blood by Truman Capote [Random,2002]",Truman Capote,4.09,729456,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699706922i/143416043._SX50_.jpg,5
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.11,383632,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189152i/18122._SY75_.jpg,5
"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.38,415736,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477794i/8755785._SY75_.jpg,5
The Plague,Albert Camus,4.02,314821,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503362434i/11989._SY75_.jpg,5
Doctor Zhivago,Boris Pasternak,4.01,102997,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385508725i/130440._SY75_.jpg,5
زندگی مه آلود پریا,سید مرتضی مصطفوی,3.34,1032,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532526741i/40937505._SX50_.jpg,6
